pages.agents.opportunity_text_5,Offer new services to your customers,Предоставить клиентам новую восстребованную услугу,"Надати клієнтам нову послугу, що користується попитом",,นำเสนอการบริการรูปแบบใหม่ที่ตอบโจทย์ลูกค้า
pages.agents.become_partner,Install bus tickets sales form at your website,Установить форму продажи автобусных билетов к себе на сайт,Встановити форму продажу автобусних квитків на свій сайт,,
pages.agents.contact_us,Contact us:,Свяжитесь с нами:,Зв’яжіться з нами,,ติดต่อเราที่:
pages.agents.ending,BUSFOR - your bus ticket!,BUSFOR – ваш билет на автобус!,BUSFOR – ваш квиток на автобус!,,BUSFOR - ตั๋วรถโดยสารสำหรับคุณ!
pages.agents.thanks,Thank you for your request. We will contact you soon.,Спасибо за ваше обращение. Мы свяжемся с вами в ближайшее время.,Дякуємо за ваше звернення! Ми зв’яжимось з вами найлижчим часом,,ขอบคุณสำหรับคำติชมของท่าน เราจะติดต่อกลับโดยเร็วที่สุด
pages.popular_directions.title,Popular destinations,Популярные направления,Популярні напрямки,Najpopularniejsze kierunki,เส้นทางยอดนิยม
pages.contacts.contacts,Contacts,Контакты,Контакти,Kontakt,ติดต่อ
pages.contacts.support,Customer service:,Служба поддержки:,Служба підтримки:,Obsługa klienta:,บริการลูกค้า:
pages.contacts.office,Our office:,Наш офис:,Наш офіс:,Nasze biuro:,สำนักงานของเรา:
pages.contacts.schedule,Work hours:,График работы:,Розклад:,Harmonogram:,ช่วงเวลาทำการ :
pages.contacts.schedule_value,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,""
pages.special_route.title,Exclusive trip by BUSFOR - European quality!,«Популярное на BUSFOR» — ваше комфортное путешествие!,«Популярне на BUSFOR» — ваша комфортна подорож!,Wyjątkowy przejazd w BUSFOR - doskonała jakość!,
pages.special_route.header,Exclusive trip by BUSFOR - European quality!,«Популярное на BUSFOR» — ваше комфортное путешествие!,«Популярне на BUSFOR» — ваша комфортна подорож!,Wyjątkowy przejazd w BUSFOR - doskonała jakość!,
pages.special_route.all_photos,See all photos,Посмотреть все фото,Переглянути всі фото,Zobacz wszystkie zdjęcia,
pages.special_route.breakfast,The first 10 routes - free meals on board,Первые 10 рейсов — гарантированное питание на борту,Перші 10 рейсів — гарантоване харчування на борту,Pierwsze 10 przejazdów - darmowe posiłki w autobusie,
pages.special_route.no_ticket,Boarding without a printed ticket,Посадка без распечатанного билета,Посадка без роздрукованого квитка,Przejazd bez wydrukowanego biletu,
pages.special_route.no_ticket_big,"Boarding without a printed ticket, ID card only needed",Посадка по загран. паспорту,Посадка по закордонному паспорту,Bilet online,
pages.special_route.scheduled,Departure and arrival on time,Остановки в рамках ПДД,Зупинки за правилами дорожнього руху,Regularne postoje,
pages.special_route.scheduled_big,Stop scheduled every 2.5 hours,Движение по расписанию,Рух за розкладом,Terminowy odjazd i przyjazd,
pages.special_route.fixedseat,Guaranty of the selected seat,Гарантия выбранного при покупке места,Гарантія обраного при купівлі місця,Rezerwacja miejsc,
pages.special_route.bags,3 items of luggage free of charge,3 единицы багажа бесплатно,3 одиниці багажу безкоштовно,Darmowe 2 sztuki bagażu,
pages.special_route.bags_two,2 items of luggage free of charge,2 единицы багажа бесплатно,2 одиниці багажу безкоштовно,Darmowe 2 sztuki bagażu,
pages.special_route.sale_bold,20% discount,-20%,Знижка 20%,20% zniżki,
pages.special_route.sale_text,on a return ticket,на обратный билет,на зворотній квиток,na bilet powrotny,
pages.special_route.water_and_napkins,Bottled water and wet wipes for free,Бутылированная вода и влажные салфетки бесплатно,Бутильована вода та вологі серветки безкоштовно,Darmowa woda mineralna i chusteczki nawilżające,
pages.special_route.security,All seats are equipped with seat belts,Ремни безопасности,Ремені безпеки,Pasy bezpieczeństwa,
pages.special_route.wi_fi,Free Wi-fi,Бесплатный Wi-fi,Безкоштовний Wi-Fi,Darmowe Wi-Fi,
pages.special_route.wi_fi_ukr,Free Wi-fi in Ukraine,Бесплатный Wi-fi на территории Украины,Безкоштовний Wi-Fi на території України,Darmowe Wi-Fi,
pages.special_route.conditioning,Climate control,Климат-контроль,Клімат-контроль,Regulacja klimatyzacji,
pages.special_route.comfort,Seats enhanced comfort,Сидения повышеной комфортности,Сидіння підвищенної комфортності,Wygodne siedzenia,
pages.special_route.220v,Sockets 220 V,Розетки 220 V,Розетки 220 V,Gniazdka 220V,
pages.special_route.wc,Toilet,Туалет,Туалет,Toaleta,
pages.special_route.schedule_and_route,Departure and itinerary,Отправление и маршрут,Відправлення і маршрут,Terminy przejazdów i trasa,
pages.special_route.Kyev,Kiev,Киев,Київ,Kijów,
pages.special_route.Zhitomir,Zhitomir,Житомир,Житомир,Żytomierz,
pages.special_route.Rovno,Rovno,Ровно,Рівне,Rowno,
pages.special_route.Luzk,Lutsk,Луцк,Луцьк,Łuck,
pages.special_route.Lublin,Lublin,Люблин,Люблін,Lublin,
pages.special_route.Warsaw,Warsaw,Варшава,Варшава,Warszawa,
pages.special_route.buy,Buy,Купить,Купити,Kup,
pages.special_route.in,at,в,о,"",
pages.special_route.detailed,More,Подробнее,Детальніше,Więcej,
pages.special_route.return.title,Return policy,Условия возврата,Умови повернення,Zwrot,
pages.special_route.return.cond_1,"In case of return of the ticket less than one day before the departure, the passenger get the 50% of the ticket cost","При возврате билета менее, чем за сутки до отправления пассажиру возвращается  50% стоимости билета","При поверненні квитка менше, ніж за добу до відправлення пасажиру повертається 50% вартості квитка","W przypadku zwrotu biletu mniej niż na jeden dzień przed wyjazdem, pasażer otrzymuje zwrot w wysokości 50% ceny biletu",
pages.special_route.return.cond_2,"In case of return of the ticket more than one day before the departure, the passenger get the 90% of the ticket cost","При возврате билета более, чем за сутки до отправления пассажиру возвращается  90% стоимости билета","При поверненні квитка більше, ніж за добу до відправлення пасажиру повертається 90% вартості квитка","W przypadku zwrotu biletu więcej niż na jeden dzień przed wyjazdem, pasażer otrzymuje zwrot w wysokości 90% ceny biletu",
pages.special_route.partners,We invite carriers to the partnership.,Приглашаем заинтересованных перевозчиков к взаимовыгодному сотрудничеству!,Запрошуємо перевізників до взаємовигідної співпраці.,Zapraszamy przewoźników do współpracy,
pages.special_route.email_us,Send us an email:,Напишите нам на email:,Пишіть нам на email:,Wyślij nam wiadomość:,
pages.special_route.daysTo,"Tu, We, Th, Su","вт, ср, чт, вс","вт, ср, чт, вс","Wt, Śr, Cz, Ni",
pages.special_route.daysFrom,"Tu, Th, Fr, Sa","вт, чт, пт, сб","вт, чт, пт, сб","Wt, Cz, Pi, So",
pages.special_route.currency,UAH,грн,грн,UAH,
pages.special_route.partnership,Partnership,Партнерство,Партнерство,Współpraca,
pages.special_routes.text_1,Busfor.com is opening a ticket sale from Moscow to Minsk provided by Intercars Europe bus carrier.,Busfor открывает продажу билетов по направлению Москва - Минск перевозчика Intercars Europe.,Busfor відкриває продаж квитків у напрямку Москва – Мінськ перевізника Intercars Europe.,Busfor rozpoczyna sprzedaż biletów między Moskwą a Mińskiem przewoźnika Intercars Europe.,
pages.special_routes.text_2,"Intercars is a transport company, which has been working for 20 years for the reputation of a reliable carrier at european level of customer service.","Intercars - транспортная компания, которая за 20 лет работы заслужила репутацию надежного перевозчика с европейским уровнем обслуживания пассажиров.","Intercars – транспортна компанія, яка за 20 років роботи завоювала репутацію надійного перевізника з європейським рівнем обслуговування пасажирів.","Intercars to firma, która przez 20 lat pracy wyrobiła sobie reputację godnego zaufania przewoźnika o europejskim poziomie obsługi klientów.",
pages.special_routes.text_3,"On the line Moscow-Minsk Intercars offers buses at the highest level of comfort. To provide the maximum satisfaction to the passengers, the carrier has equipped all vehicles with electric sockets, Wi-Fi, air-conditioners, drinking water, pillows and blankets. Each passenger may bring two pieces of luggage for free.","На маршруте Москва - Минск курсируют автобусы уровня «экстра-комфорт». Для пассажиров в пути предусмотрены розетки, Wi-Fi, кондиционеры, питьевая вода, а также подушки и пледы для обеспечения максимального комфорта. Каждый пассажир может бесплатно провозить две единицы багажа.","На маршруті Москва – Мінськ курсують автобуси рівня «екстра-комфорт». Для пасажирів у дорозі передбачені розетки, Wi-Fi, кондиціонери, питна вода, а також подушки та пледи для забезпечення максимального комфорту. Кожен пасажир може безкоштовно провозити дві одиниці багажу.","Na trasie Moskwa - Mińsk kursują autobusy o standardzie ‘ekstra-komfort’. Dla zapewnienia maksymalnej wygody pasażerom, zostały one zaopatrzone w siedzenia z gniazdkami elektrycznymi, Wi-Fi, klimatyzację i wodę pitną, a także poduszki i koce. Każdy pasażer może bezpłatnie przewieźć dwie sztuki bagażu.",
pages.special_routes.text_4,We suggest you evaluating of services during your next trip to Belarus!,Предлагаем оценить сервис перевозчика Intercars во время вашего следующего визита в Беларусь!,Пропонуємо оцінити сервіс перевізника Intercars під час вашого наступного візиту до Білорусі!,Proponujemy ocenić poziom usług przewoźnika Intercars podczas kolejnej podróży na Białoruś!,
timetables.index.subtitle,Bus schedule in Poland and Europe,"Расписание автобусов по Украине, СНГ и Европе","Розклад автобусів по Україні, СНД та Європі",Rozkład jazdy autobusów w Polsce i Europie,ตารางเวลาเดินรถทั่วไทย
timetables.index.title,"Bus schedule in Poland and Europe, bus times – busfor.pl","Расписание автобусов по Украине, СНГ и Европе – %{domain}","Розклад автобусів по Україні, СНД та Європі – Busfor.ua","Rozkład jazdy autobusów w Polsce i Europie, terminy odjazdów  na busfor.pl","ตรวจสอบตารางเดินรถทั่วไทย, เวลาเดินรถ – Tickets.co.th"
timetables.index.title_for_country,"Bus schedule %{country}, bus stations schedule - %{domain}","Расписание автобусов %{country}, расписание автовокзалов и автостанций – %{domain}","Розклад автобусів %{country}, розклад автовокзалів і автостанцій – %{domain}",,
timetables.index.title_for_domain,"Bus schedule, bus stations schedule - %{domain}","Расписание автобусов, расписание автовокзалов и автостанций – %{domain}","Розклад автобусів, розклад автовокзалів і автостанцій – %{domain}",,
timetables.index.description,Detailed and accurate bus schedule in Poland and Europe. Bus tickets online booking and payment system – Bus times at busfor.pl.,"Подробное и точное расписание движения автобусов по Украине, СНГ и Европе. Система онлайн бронирования и покупки билетов на автобусы – %{domain}.","Детальний і точний розклад руху автобусів Україною, країнами СНД та Європи. Система онлайн-бронювання та придбання квитків на автобуси – Busfor.ua.",Szczegółowy rozkład jazdy autobusów w Polsce i Europie. Rezerwacja i płatność online za bilety autobusowe – terminy odjazdów na busfor.pl,เช็ครายละเอียดเวลาเดินรถประจำทางในประเทศไทยที่แม่นยำ ระบบจองตั๋วและชำระเงินออนไลน์ – เวลาเดินรถที่ Tickets.co.th
timetables.index.description_for_country,"Detailed bus schedule %{country} , departure and arrival time, full information about bus lines - %{domain} - online booking and ticket selling system.","Подробное расписание автобусов %{country} – время отправления и прибытия, полная информация о рейсах – %{domain} – система онлайн бронирования и покупки билетов на автобус.","Детальний розклад автобусів %{country} - час відправлення та прибуття, повна інформація про рейси – %{domain} - система онлайн бронювання і купівлі квитків на автобус.",,
timetables.index.description_for_domain,"Detailed bus schedule, departure and arrival time, full information about bus lines - %{domain} - online booking and ticket selling system.","Подробное расписание автобусов – время отправления и прибытия, полная информация о рейсах – %{domain} – система онлайн бронирования и покупки билетов на автобус.","Детальний розклад автобусів - час відправлення та прибуття, повна інформація про рейси – %{domain} - система онлайн бронювання і купівлі квитків на автобус.",,
timetables.index.choose_country_and_city,Choose country and the city of departure,Выберите страну и город отправления,Виберіть країну та місто відправлення,Wybierz kraj i miasto wyjazdu,
timetables.choose_station.choose_station,Choose the dispatch station,Выберите станцию отправления,Виберіть станцію відправлення,Wybierz stacje wyjazdu,
timetables.city.timetable_of_city_stations,Bus times at %{city} bus stations,Расписание автовокзалов и автостанций города %{city},Розклад автовокзалів і автостанцій міста %{city},Terminy odjazdów autobusów z dworca autobusowego %{city},ตารางเวลาที่สถานีขนส่ง %{city}
timetables.city.subtitle,Bus schedule %{city},Расписание автобусов города %{city},Розклад автобусів міста %{city},Rozkład jazdy autobusów %{city},ตารางเดินรถ %{city}
timetables.city.title,"Bus schedule %{city}, bus station schedule %{city}, bus times – busfor.pl","Расписание автобусов %{city}, расписание автовокзалов и автостанций в городе %{city} – busfor.ua","Розклад автобусів %{city}, розклад автовокзалів і автостанцій з міста %{city} – busfor.ua","Rozkład jazdy, Rozkład jazdy stacji %{city}, terminy odjazdów na busfor.pl",ตารางเดินรถ %{city} ตารางสถานีเดินรถ %{city} เวลาเดินรถ – tickets.co.th
timetables.city.description,"Detailed bus schedule from %{city} – time of departure and arrival, full information about bus routes from %{city} – bus times at busfor.pl – Bus tickets online booking and payment system.","Подробное расписание автобусов города %{city} – время отправления и прибытия, полная информация о рейсах из города %{city} – busfor.ua – система онлайн бронирования и покупки билетов на автобус.","Детальний розклад автобусів міста %{city} – час відправлення і приїзду, повна інформація про рейси з %{city} – busfor.ua – система онлайн-бронювання і придбання квитків на автобус.","Szczegółowy rozkład jazdy autobusów z %{city}  – czas wyjazdu i przyjazdu, pełna informacja na temat trasy z %{city}  – terminy odjazdów – busfor.pl. Rezerwacja i płatność online za bilety autobusowe.",รายละเอียดตารางเดินรถจาก %{city} - เวลาออกเดินทางและเวลาถึงที่หมาย ข้อมูลเกี่ยวกับการเดินรถจาก %{city} – เวลาเดินรถที่ tickets.co.th – ระบบจองตั๋วและชำระเงินออนไลน์
timetables.city.json_ld_name,%{city} bus tickets,%{city} билеты на автобус,%{city} квитки на автобус,%{city} bilety autobusowe,
timetables.station.timetable_of_station,"Bus times at %{station}, %{city}","Расписание автовокзала (автостанции) %{station}, %{city}","Розклад автовокзалу (автостанції) %{station}, %{city}","Terminy odjazdów autobusów ze stacji autobusowej %{station}, %{city}","ตารางเวลาที่ %{station}, %{city}"
timetables.station.subtitle,"%{station}, %{city} Schedule","Расписание %{station}, %{city}","Розклад %{station}, %{city}","%{station}, %{city} Rozkład jazdy","%{station}, %{city} ตารางเวลา"
timetables.station.title,"%{station}, %{city} – Bus schedule, bus times at busfor.pl",%{station} %{city} – Расписание автобусов – busfor.ua,%{station} %{city} – Розклад автобусів – busfor.ua,"%{station}, %{city} – Rozkład jazdy autobusów, terminy odjazdów na busfor.pl","%{station}, %{city} – ตารางเดินรถ,ตารางเวลาที่ Tickets.co.th"
timetables.station.description,"Bus schedule by the bus station %{station}, %{city}. Exact time of departure and arrival, full information about bus routes. Bus times at busfor.pl – Bus tickets online booking and payment system.","Расписание движения автобусов по автостанции (автовокзалу) %{station} в городе %{city}. Точное время отправления и прибытия автобусов, полная информация о рейсах. busfor.ua – система онлайн бронирования и покупки билетов на автобус.","Розклад руху автобусів по автостанції (автовокзалу) %{station} в місті %{city}. Точний час відправлення і приїзду автобусів, повна інформація про рейси. busfor.ua – система онлайн бронювання і придбання квитків на автобус.","Rozkład jazdy autobusów z dworca autobusowego %{station}, %{city}. Dokładny czas odjazdu i przyjazdu, pełna informacja na temat trasy. Terminy odjazdów na busfor.pl. Rezerwacja i płatność online za bilety autobusowe.","ตารางเดินรถตามสถานีขนส่ง %{station}, %{city} เวลาขึ้นรถและเวลาถึงที่หมายที่แน่นอน ข้อมูลครบถ้วนเกี่ยวกับตารางเดินรถ ตารางเวลาที่ Tickets.co.th – ระบบจองตั๋วและชำระเงินออนไลน์"
countries.show.title,"Buses in %{country_to_name}, buy a bus ticket to %{country_to_name}, schedule | Busfor.com","Автобусы в %{country_to_name}, купить автобусный билет в %{country_to_name}, расписание | Busfor Россия","Автобуси в %{country_to_name}, купити автобусний квиток в %{country_to_name}, розклад | Busfor Україна","Autobusy w %{country_to_name}, kup bilet autobusowy do %{country_to_name}, rozkład jazdy autobusów | Busfor Polska",
countries.show.description,Buy cheap bus tickets to %{country_to_name} from %{min_price}. Schedule of bus routes to %{country_to_name}. Comfortable buses. Free online reservations – Busfor.com.,Купить дешевые билеты на автобус в %{country_to_name} по цене от %{min_price}. Расписание автобусных маршрутов в %{country_to_name} из России. Комфортабельные автобусы. Бесплатное онлайн бронирование мест – Busfor Россия.,Купити дешеві квитки на автобус в %{country_to_name} за ціною від %{min_price}. Розклад автобусних маршрутів в %{country_to_name} із України. Комфортабельні автобуси. Безкоштовне онлайн бронювання місць – Busfor Україна.,Kup tanie bilety autobusowe do %{country_to_name} od %{min_price}. Rozkład jazdy autobusów do %{country_to_name} z Polski. Wygodne autobusy. Darmowa rezerwacja online – Busfor Polska.,
countries.show.bus_tickets_to,Bus tickets to %{country},"%{country}, билеты на автобусы","%{country}, автобусні квитки","%{country}, bilety autobusowe","%{country}, ตั๋วรถโดยสารปรับอากาศ"
countries.show.buses_to,Buses to %{country},Автобусы в %{country},Автобуси в %{country},Autobusy do %{country},รถทัวร์ใน%{country}
countries.show.visa_title,Visa to %{country},"%{country}, виза","%{country}, --","%{country}, --","%{country}, --"
countries.show.link_to_all,All countries,Все страны,Всі країни,Wszystkie kraje,ทุกประเทศ
cities.show.title,"Buy bus tickets to %{city}, see bus ticket price from %{city} – %{domain}","Купить билеты на автобус в город %{city} – цены, автобусом из города %{city} – %{domain}","Купити квитки на автобус в місто %{city} – ціни, автобусом із міста %{city} – %{domain}","Kup bilet autokarowy do miasta %{city} – ceny, autokarem z miasta %{city} – %{domain}",ซื้อตั๋วรถทัวร์ไป%{city} ตรวจสอบราคาตั๋วรถทัวร์จาก%{city} - %{domain}
cities.show.description,You can buy bus ticket to %{city} and check bus ticket price. Bus schedule from %{city}. Book free of charge. %{domain} – your bus tickets online.,Билеты на автобус в город %{city} на %{domain} можно купить по доступным ценам. Расписание автобусных маршрутов из города %{city}. Бесплатное онлайн бронирование мест. %{domain} – ваш билет на автобус.,Квитки на автобус у місто %{city} на BUSFOR.UA можна купити за доступними цінами. Розклад автобусних маршрутів з міста %{city}. Безкоштовне онлайн бронювання місць. BUSFOR.UA - ваш квиток на автобус.,Bilety autokarowe do miasta %{city} na %{domain} można kup w dostępnej cenie. Rozkład jazdy autokarów z miasta %{city}. Bezpłatna rezerwacja miejsc online. %{domain} – Twój bilet autokarowy.,คุณสามารถซื้อตั๋วรถทัวร์เดินทางไป%{city}และตรวจสอบราคาตั๋วรถทัวร์ ตารางเวลาเดินรถไปยัง%{city} จองฟรีไม่เสียค่าธรรมเนียมที่ %{domain} เว็บไซต์จองตั๋วรถทัวร์ออนไลน์
cities.show.subtitle,Buses to %{city},Автобусы в город %{city},Автобуси в місто %{city},Autobusy do miasta %{city},รถทัวร์เดินทางไป%{city}
cities.show.buses_to,Bus tickets to %{city},Автобусные билеты в город %{city},Автобусні квитки в місто %{city},Bilety autokarowe do miasta %{city},ตั๋วรถทัวร์ไป%{city}
cities.show.popular_directions_from,Popular trips from %{city},Популярные направления из города %{city},Популярні напрямки із міста %{city},Najpopularniejsze kierunki z miasta %{city},สถานที่เที่ยวยอดนิยมประจำ%{city}
cities.show.about_city,%{city}: information,%{city}: информация о городе,%{city}: інформація про місто,%{city}: informacje o mieście,%{city}:ข้อมูล
cities.city_info.country,Country,Страна,Країна,Kraj,ประเทศ
cities.city_info.area,Area,Площадь,Площа,Obszar,พื้นที่
cities.city_info.population,Population,Население,Населення,Populacja,ประชากร
cities.city_info.time_zone,Time zone,Часовой пояс,Часовий пояс,Strefa czasowa,เขตเวลา
cities.city_info.currency,Currency,Валюта,Валюта,Waluta,ค่าเงิน
searches.forward.searching_trip,Searching trip %{from} - %{to} on %{on} in %{in}...,Ищем рейс %{from} - %{to} на %{on} в %{in}...,Шукаємо рейс %{from} - %{to} на %{on} в %{in}...,,
searches.suspended.suspended_text,Search is temporarily unavailable. Please try again later,"Поиск рейсов временно недоступен. Пожалуйста, повторите позже","Пошук рейсів тимчасово недоступний. Будь ласка, повторіть пізніше",Serwis wyszukiwania połączeń jest czasowo niedostępny. Prosimy spróbować później,ระบบค้นหาไม่สามารถใช้งานได้ชั่วคราว กรุณาลองใหม่อีกครั้งภายหลัง
searches.suspended.back,Back to the main page,Вернуться на главную,Повернутись на головну,Powrót na główną,กลับหน้าหลัก
searches.show.seat_class.first,First Class,Первый Класс,,,ชั้นหนึ่ง
searches.show.seat_class.premium,Premium Business Class,Премиум Бизнес-Класс,,,ชั้นธุรกิจ
searches.show.seat_class.economy,"Economy Class, Air-Conditioned","Эконом Класс, с кондиционером",,,ชั้นประหยัด ปรับอากาศ
searches.show.seat_class.second,"Second Class, Air-Conditioned","Второй Класс, с кондиционером",,,ชั้นสอง ปรับอากาศ
searches.show.schedule,Schedule,График,Графік,,
searches.show.everyday,Everyday,ежедневно,щодня,,
searches.show.details,details,подробнее,деталі,szczegóły,รายละเอียด
searches.show.number,route number,рейс,рейс,połączenie,หมายเลขเส้นทาง
searches.show.departure,departure,отправление,відправлення,czas wyjazdu,ออกเดินทาง
searches.show.arrival,arrival,прибытие,прибуття,czas przyjazdu,ถึงจุดหมาย
searches.show.route,route,маршрут,маршрут,trasa,เส้นทาง
searches.show.and_time_html,travel&nbsp;time,в&nbsp;пути,у&nbsp;дорозі,czas&nbsp;podróży,การเดินทาง&nbsp;เวลา
searches.show.cost,price,стоимость,вартість,cena,ราคา 
searches.show.total_time,time between,всего в пути,всього в дорозі,czas trwania podróży,เวลาทั้งหมดระหว่างเดินทาง
searches.show.total_sum,total,итого,разом,razem,ทั้งหมด
searches.show.book,Select,Выбрать,Обрати,Wybierz,เลือก
searches.show.no_results,no trips found,рейсы не найдены,рейси не знайдено,nie znaleziono żadnych połączeń,ไม่พบเส้นทางโดยสาร
searches.show.on_prev_day,previous day,на предыдущий день,на попередній день,w dniu poprzednim,สำหรับเมื่อวาน
searches.show.on_next_day,next day,на следующий день,на наступний день,w dniu następnym,สำหรับพรุ่งนี้
searches.show.on_other_date,another date,на другую дату,на іншу дату,na inną datę,สำหรับวันอื่น ๆ
searches.show.trips,trips,рейсы,рейси,połączenia,การเดินทาง
searches.show.on_way,time to destination,в пути,в дорозі,w drodze,เวลาเดินทาง
searches.show.carrier,Carrier:,Перевозчик:,Перевізник:,Przewoźnik:,ผู้ให้บริการ:
searches.show.trip,Trip:,Рейс:,Рейс:,Połączenie:,การเดินทาง:
searches.show.requires_confirmation,confirmation by phone,подтверждение по телефону,підтвердження по телефону,potwierdzenie przez telefon,การยืนยันทางโทรศัพท์
searches.show.free_places,free,свободно,вільно,wolny,ฟรี
searches.show.no_trips,No trips found,Рейсы не найдены,Рейси не знайдено,Nie znaleziono żadnych połączeń,ไม่พบเส้นทาง
searches.show.no_free_seats,"Probably, there are no seats available or no trips for this day.","Возможно, закончились свободные места, или на этот день рейсов нет.","Можливо, закінчились вільні місця, або на цей день немає рейсів",Być może skończyły się wolne miejsca lub w tym dniu nie ma dostępnych połączeń.,อาจเป็นได้ว่า ที่นั่งไม่มีว่าง หรือไม่มีรอบการเดินทางสำหรับวันนี้
searches.show.trips_available_soon.header,Route Available Soon,Этот рейс скоро появится на Busfor,Цей рейс скоро з'явиться на Busfor,Trasy dostępne wkrótce,เราจะมีเส้นทางให้บริการเร็วๆนี้ ตอน
searches.show.trips_available_soon.detail,We don't serve this route yet but we're working on it! We currently have 5000 partners worldwide and are adding new ones every day.,"На данный момент мы не можем предложить вам билеты на выбранный рейс, но ежедневно мы и 5000 наших партнеров подключаем новые направления.","На даний момент ми не можемо запропонувати вам квитки на обраний рейс, але щодня ми і 5000 наших партнерів підключаємо нові напрямки.","Nie udostępniamy jeszcze tras, ale cały czas nad tym pracujemy! Obecnie mamy 5000 partnerów na całym świecie i cały czas dodajemy nowych.",นี้เรายังไม่มีเส้นทางนี้ให้บริการแต่เรากำลังทำงานอย่างหนักเพื่อเพิ่มเส้นทางให้คุณ! ขณะนี้เรามีพาร์ทเนอร์กว่า 5000 รายทั่วโลกและเราเพิ่มจำนวนทุกวันเพื่อคุณ
searches.show.trips_available_soon.offer_similar,Perhaps these routes will satisfy you,"Возможно, вам подойдут похожие рейсы","Можливо, вам підійдуть схожі рейси",Te trasy na pewno Cię zadowolą.,""
searches.show.trips_available_soon.subscribe,Leave your email and we will let you know when the route will be available,"Оставьте свой email и мы сообщим вам, когда появится рейс","Залиште свій email і ми повідомимо вам, коли з'явиться рейс","Zostaw swój adres e-mail, a damy Ci znać gdy trasy będą dostępne.",ฝากอีเมลของคุณไว้และทางทีมงานเราจะแจ้งให้ทราบเมื่อเรามีเส้นทางนี้นะคะ
searches.show.try_to_look_for_trips,Try to search trips for,Попробуйте посмотреть рейсы,Спробуйте переглянути рейси,Spróbój przejrzeć połączenia,ค้นหาเส้นทางเดินรถอื่นในวันเดียวกันนี้ หรือวันอื่น
searches.show.free_places_can_be_on_trips,There can be seats available on trips,Свободные места могут быть на рейсах,Вільні місця можуть бути на рейсах,Wolne miejsca może być na połączenia,ค้นหาที่นั่งว่างอื่นๆในวันนี้ หรือวันอื่น 
searches.show.or,or,или,або,lub,หรือ
searches.show.sort.title,Sorting,Сортировка,Сортування,Sortowanie,กำลังค้นหา
searches.show.sort.order,1,1,1,1,1
searches.show.deliver_html,-,Доставка Нова Пошта.<br/>Возможна оплата наличными,Доставка Нова Пошта.<br/>Можлива оплата готівкою,-,ส่งข้อความ .<br/> สามารถชำระได้โดยเงินสด
searches.show.deliver_html_short,delivery,бесплатная доставка,безкоштовна доставка,-,
searches.show.with_delivery,buy this ticket and a messenger will deliver ticket to your address,,,,เมื่อคุณซื้อตั๋วนี้เรามีบริการส่งตั๋วไปยังที่อยู่ของคุณ
searches.show.trip_with_connections,Trip with connections,Рейс с пересадками,Рейс з пересадками,Loty z przesiadką,การเดินทางที่เชื่อมต่อกัน
searches.show.changes.one,%{count} connection,%{count} пересадка,%{count} пересадка,%{count} przesiadka,%{count} เปลี่ยน
searches.show.changes.other,%{count} connections,%{count} пересадок,%{count} пересадок,%{count} przesiadki,%{count} เปลี่ยน
searches.show.change,Connection,Пересадка,Пересадка,Przesiadka,เปลี่ยน
searches.show.no_changes,direct trip,прямой рейс,прямий рейс,Bezpośredni przejazd,โดยตรง
searches.show.bus_model_with_direction,Bus %{model}: %{direction},Автобус %{model}: %{direction},Автобус %{model}: %{direction},Autobusem %{model}: %{direction},รถบัส  %{model}: %{direction}
searches.show.sockets,sockets 220V,розетки 220V,розетки 220V,gniazdo 220V,ช่องเสียบไฟขนาด 220 โวลต์
searches.show.climate_control,air-condition,климат-контроль,клімат-контроль,climate-control,ระบบปรับอากาศ
searches.show.folding_seats,reclining seats,раскладные сидения,розкладні сидіння,składane siedzenia,ที่นั่งแบบพับเก็บได้
searches.show.audio,audio,аудиосистема,аудіосистема,audio,อุปกรณ์ให้ความบันเทิงครบวงจร
searches.show.large_baggage_compartments,large luggage compartments,увеличенные багажные отсеки,збільшені багажні відсіки,duży bagaż przedziały,ห้องเก็บกระเป๋าเดินทางขนาดใหญ่
searches.show.hot_drinks,hot drinks,горячие напитки,гарячі напої,napoje gorące,เครื่องดื่ม
searches.show.lcd_monitors,LCD monitors,мониторы LCD,монітори LCD,monitory LCD,จอภาพ LCD
searches.show.wc,WC,туалет,туалет,toaleta,ห้องน้ำในตัว
searches.show.free_wifi,free wi-fi,бесплатный wi-fi,безкоштовний wi-fi,darmowe wi-fi,ฟรี Wi-Fi
searches.show.only_direct,Only direct trips,Только прямые рейсы,Тільки прямі рейси,Tylko na bezpośrednich połączeniach,เฉพาะเส้นทางโดยตรง
searches.show.buy_for,Buy for,Купить за,Купити за,Wybierz,
searches.show.discount,Discount,Скидка,Знижка,,
searches.show.special_route,Popular from BUSFOR,«Популярное на BUSFOR»,«Популярне на BUSFOR»,,
searches.show.more_about_discount,more about discount,подробнее о скидке,детальніше про знижку,Więcej o zniżce,
searches.city.routes_from_city,Routes from the city %{from},Маршруты из города %{from},Маршрути з міста %{from},Połączenia z miasta %{from},เส้นทางเดินรถจากเมือง %{from}
searches.city.routes_to_city,Buses to %{to},Автобусы в город %{to},Автобуси в місто %{to},Autobusy do miasta %{to},รถทัวร์เดินทางไป%{to}
